id,label,left_GenreList,left_HasAlbumName,left_HasAmount,left_HasArtistName,left_HasCopyright,left_HasCurrency,left_Minute,left_Name,left_ReleasedOn,left_Seconds,right_GenreList,right_HasAlbumName,right_HasAmount,right_HasArtistName,right_HasCopyright,right_HasCurrency,right_Minute,right_Name,right_ReleasedOn,right_Seconds
271,0," Music ', ' Rap', 'Hip-Hop/Rap ",Fetty Wap ( Deluxe ),0.0,Fetty Wap,2015 300 Entertainment/RGF Productions,Album Only,5.0,Whateva ( feat . Monty ),2015-06-16 00:00:00,11.0,Rap & Hip-Hop,Fetty Wap ( Deluxe ) [ Explicit ,1.29,Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",$,3.0,My Way ( feat . Monty ) [ Explicit ,2015-09-25 00:00:00,33.0
536,0," Music ', ' Gangsta Rap ', ' Rock ', ' West Coast Rap', 'Hip-Hop/Rap ",Doggumentary,1.29,Snoo Dogg & Gori,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",$,3.0,Sumthin Like This Night ( feat . Gorillaz ),2011-03-29 00:00:00,37.0," West Coast', 'Rap & Hip-Hop ",Doggumentary [ Explicit ,1.29,Snoop Dogg,"( C ) 2011 Capitol Records , LLC",$,3.0,This Weed Iz Mine ( Feat . Wiz Khalifa ) [ Explicit ,2011-03-29 00:00:00,43.0
393,1," Contemporary R&B', ' Rock ', ' R&B / Soul ', ' Music ', ' Dance ', 'Pop ",Everything Is 4,1.29,Jason Derulo,2015 Warner Bros. . Records Inc.,$,5.0,X2CU,2015-05-29 00:00:00,13.0,Pop,Everything Is 4 [ Clean ,1.29,Jason Derulo,2011 Because Music,$,5.0,X2CU,2015-06-01 00:00:00,14.0
273,0," Music ', 'Hip-Hop/Rap ', ' Rap",Fetty Wap ( Deluxe ),0.0,Fetty Wap,2015 300 Entertainment/RGF Productions,Album Only,5.0,Whateva ( feat . Monty ),2012-09-10 00:00:00,11.0,Rap & Hip-Hop,Fetty Wap ( Deluxe ) [ Clean ,1.29,Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",$,3.0,For My Team ( feat . Monty ) [ Clean ,2015-09-25 00:00:00,28.0
410,0," Music', 'Pop ",FOUR ( Ultimate Edition ),1.29,One Direction,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,$,3.0,Act My Age,2014-11-17 00:00:00,18.0,Pop,Take Me Home : Yearbook Edition,1.29,One Direction,2008 Big Love,$,3.0,Change My Mind,2012-11-09 00:00:00,32.0
403,0," Pop', 'Dance ', ' Music ","Lights , Pt. 2 ( The Remixes ) - EP",1.29,Ellie Goulding,2011 Polydor Ltd. ( UK ),$,5.0,Lights ( RAC Mix ),2011-07-19 00:00:00,44.0,Pop,Lights ( Amazon Exclusive Version ) [ + Digital Booklet ,1.29,Ellie Goulding,( C ) 2011 Polydor Ltd. ( UK ),$,3.0,Lights ( Single Version ),2011-03-08 00:00:00,32.0
24,0,"Hip-Hop / Rap ', ' Music ', ' Pop/Rock', ' Dance', ' Contemporary R&B ', 'Pop ', 'Electronic', ' Rock ', ' R&B / Soul ",Hotel Cabana ( Deluxe Version ),1.29,Naughty Boy,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,$,4.0,"""Lifted ( feat . Emeli Sand ' © & Professor Green )""",2014-05-06 00:00:00,15.0,Pop,Hotel Cabana ( Deluxe Version ) [ Explicit ,1.29,Naughty Boy,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,$,2.0,Pardon Me [ feat . Tanika ,2014-05-06 00:00:00,50.0
397,0," Music ', 'Pop ', ' Dance', ' Contemporary R&B ', ' Rock ', ' R&B / Soul ",Reloaded,1.29,Jason Derulo,2011 This Compilation P2011 Warner Bros. . Records Inc.,$,4.0,Whatcha Say ( Klubjumpers Remix Radio ),2011-12-16 00:00:00,2.0,Pop,Reloaded,1.29,Jason Derulo,"( C ) 2006 DTP Records , LLC",$,3.0,"""The Sky 's The Limit ( Ayo Remix )""",2011-12-16 00:00:00,25.0
469,0,"Hip-Hop/Rap ', ' Music",Take Care ( Deluxe Version ),1.29,Drake,‰ ãÑ 2011 Cash Money Records Inc.,$,3.0,The Motto ( Bonus Track ) [ feat . Lil Wayne ,2011-11-15 00:00:00,1.0,Rap & Hip-Hop,Nothing Was The Same ( Deluxe ) [ Explicit ,1.29,Drake,( C ) 2013 Cash Money Records Inc.,$,4.0,Too Much [ feat . Sampha ] [ Explicit ,2013-09-24 00:00:00,21.0
282,0," Music', 'Alternative ",iTunes Festival : London 2012 - EP,1.29,MOON THE WALK,"2012 Warner Music UK LImited', '2012 RCA Records , a division of Sony Music Entertainment",$,6.0,Anna Sun ( Live ),2012-09-10 00:00:00,11.0,Alternative Rock,Tightrope EP,1.29,Walk the Moon,"( C ) 2012 The Weeknd XO , Inc.",$,3.0,Burning Down The House ( Live ),2013-01-18 00:00:00,51.0
190,1," Hard Rock ', ' Metal', ' Grunge ', 'Rock ', ' Alternative ', ' Music ",Amaryllis,1.29,Shinedown,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,4.0,Through the Ghost,2012-03-23 00:00:00,1.0,Rock,Amaryllis,1.29,Shinedown,Krankbrother,$,4.0,Through The Ghost,2012-03-23 00:00:00,1.0
72,0," House ', 'Dance ', ' Electronic ', ' French Pop', ' Music ', ' Rock ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Rap & Hip-Hop,Certified ( Edited Version ),0.99,David Banner,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",$,4.0,Bloody War ( Album Version ( Edited ) ) [ feat . BG ] [ Clean ,2005-09-20 00:00:00,27.0
139,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,Pierre David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,3.0,"""Gettin ' Over You ( Feat . Fergie & Lmfao )""",2009-08-21 00:00:00,7.0
468,0,"Hip-Hop/Rap ', ' Music",Take Care ( Deluxe Version ),1.29,Drake,‰ ãÑ 2011 Cash Money Records Inc.,$,5.0,Lord Knows ( feat . Rick Ross ),2011-11-15 00:00:00,7.0,Rap & Hip-Hop,Thank Me Later ( Explicit Version ) [ Explicit ,1.29,Drake,( C ) 2010 Young Money Entertainment/Cash Money Records,$,4.0,Light Up ( Explicit ) [ feat . JAY-Z ,2010-06-15 00:00:00,34.0
406,1," Music ', 'Pop ', ' Rock ', ' Singer/Songwriter ', ' Contemporary Singer/Songwriter ', ' Adult Alternative",Be Here,0.99,Rachel Platten,"2011 Great Unknown , LLC",$,2.0,Remark,2011-04-26 00:00:00,57.0,Pop,Be Here,0.99,Rachel Platten,"2014 Great Unknown , LLC",$,2.0,Remark,2011-04-26 00:00:00,57.0
92,0," Electronic ', 'Dance ', ' French Pop', ' House ', ' Music ', ' Rock ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,3.0,Choose ( Feat . Ne-Yo & Kelly Rowland ; Continuous Mix Version ),2009-08-21 00:00:00,16.0
89,0," Rock ', 'Dance ', ' Electronic ', ' French Pop', ' Music ', ' House ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",2014-11-24 00:00:00,12.0
78,0,"Dance ', ' French Pop', ' House ', ' Electronic ', ' Music ', ' Rock ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,4.0,When Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix Version ),2009-08-21 00:00:00,23.0
209,0," Music ', ' Alternative', 'Rock ', ' Hard Rock ",Leave a Whisper ( Deluxe Version ),1.29,Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,$,3.0,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",2003-05-27 00:00:00,59.0,Rock,Leave A Whisper,1.29,Shinedown,2015 Mad Decent,$,3.0,Fly From The Inside,2003-05-27 00:00:00,55.0
347,0,"Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Bluffin ( feat . Berner ) [ Explicit ,2012-12-04 00:00:00,32.0
195,0,"Rock ', ' Hard Rock', ' Alternative ', ' Music ', ' Metal ",Somewhere In the Stratosphere ( Live ),1.29,Shinedown,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,5.0,Second Chance ( Live Acoustic from Kansas City ),2011-04-18 00:00:00,6.0,Rock,Somewhere In The Stratosphere,1.29,Shinedown,( C ) 2005 MCA Nashville,$,6.0,45 ( Live Acoustic From Kansas City ),2011-04-18 00:00:00,12.0
268,0," Music ', ' Rap', 'Hip-Hop/Rap ",Fetty Wap ( Deluxe ),0.0,Fetty Wap,2015 300 Entertainment/RGF Productions,Album Only,5.0,Whateva ( feat . Monty ),2013-02-27 00:00:00,11.0,Rap & Hip-Hop,Fetty Wap [ Clean ,1.29,Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",$,3.0,My Way ( feat . Monty ) [ Clean ,2015-09-25 00:00:00,32.0
246,0," Rock ', ' Electronica', ' Classical ', ' Classical Crossover ', 'Dance ', ' House ', ' Electronic ', ' Music ",New Eyes,1.29,Clean Bandit,2014 Warner Music UK Limited,$,4.0,A+E ( feat . Kandaka Moore & Nikki Cislyn ),2014-06-02 00:00:00,6.0,"Electronica ', ' Dance & Electronic",New Eyes,1.29,Clean Bandit,( C ) 2005 Rebel Records Llc,$,3.0,Rather Be ( feat . Jess Glynne ),2014-06-02 00:00:00,47.0
85,0," House ', ' Electronic ', ' Music ', ' Rock ', 'Dance ', ' French Pop",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Rap & Hip-Hop,Certified ( Edited Version ),0.69,David Banner,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",$,4.0,Take Your ( Album Version ( Edited ) ) [ feat . Bun B ] [ Clean ,2005-09-20 00:00:00,42.0
153,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,3.0,On The Dancefloor ( Feat . Will.I.Am & Apl De Ap ),2009-08-21 00:00:00,46.0
83,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,Davi Guet,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,"Dance & Electronic ', ' House",Pop Love,1.29,David Guetta,2012 Blue Drum Records,$,3.0,"""Nothin ' On You [ Feat . Bruno Mars ]""",2009-08-21 00:00:00,25.0
421,0,"Dance ', ' Music",Recess Remixes - EP,1.29,Skrillex & Kill the Noise,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",$,3.0,Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ,2014-07-07 00:00:00,47.0,"Electronica ', ' Dubstep', ' Dance & Electronic ",Scary Monsters And Nice Sprites EP [ Explicit ,1.29,Skrillex,( c ) 2013 Digitop Ltd,$,4.0,Kill Everybody ( Bare Noize Remix ),2010-12-21 00:00:00,41.0
69,0," Dance ', ' Rock', ' Garage ', ' House ', ' Music ', 'Electronic ",Caracal,0.0,Disclosure,"2015 Island Records , a division of Universal Music Operations Limited",Album Only,4.0,Masterpiece ( feat . Jordan Rakei ),2008-01-06 00:00:00,1.0,"Electronica ', ' Dance & Electronic",Caracal,1.29,Disclosure,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",$,5.0,Holding On [ feat . Gregory Porter ,2015-09-25 00:00:00,15.0
35,0," Dance ', ' Music ', 'Electronic ', ' Rock ', ' Electronica",Get Free - Single,1.29,Major Lazer,2013 Secretly Canadian / Mad Decent,$,5.0,Get Free ( Andy C remix ),2013-02-27 00:00:00,31.0,"Electronica ', ' Dance & Electronic","""Keep It Goin ' Louder ( Maxi Single ) [ Explicit ]""",0.99,Major Lazer,"( C ) 2009 Downtown Music , LLC . Downtown Records is a trademark of Downtown Music , LLC .",$,5.0,"""Keep It Goin ' Louder ( Savage Skulls Remix ) [ Explicit ]""",2009-12-21 00:00:00,3.0
313,1," East Coast Rap ', ' Hardcore Rap ', ' Rap ', ' Music ', 'Hip-Hop/Rap ', ' Rock",Blacc Hollywood,1.29,Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,True Colors ( feat . Nicki Minaj ),2014-08-19 00:00:00,15.0,Rap & Hip-Hop,Blacc Hollywood [ Explicit ,1.29,Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,True Colors ( feat . Nicki Minaj ) [ Explicit ,2014-08-19 00:00:00,15.0
384,0," Electronic ', ' Rap ', ' Music ', ' Dance', 'Hip-Hop/Rap ', ' World ",Wild Ones,1.29,Flo Rida,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,Sweet Spot 2.0 ( feat . Jennifer Lopez ),2012-06-22 00:00:00,11.0,"Dance & Electronic ', ' Rap & Hip-Hop ', ' House",Wild Ones,1.29,Flo Rida,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",$,3.0,Wild Ones ( feat . Sia ),2012-06-22 00:00:00,52.0
38,0,"Electronic ', ' Dance', ' Music ",Original Don ( feat . The Partysquad ) [ Remixes ] - EP,1.29,Major Lazer,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,$,3.0,Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ,2011-11-01 00:00:00,38.0,"Electronica ', ' Dance & Electronic",Powerful ( Remixes ),1.29,Major Lazer,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",$,5.0,Powerful ( Michael Calfan Remix ) [ feat . Ellie Goulding ,2015-09-11 00:00:00,27.0
277,0," Music ', 'Hip-Hop/Rap ', ' Rap",Fetty Wap ( Deluxe ),0.0,Fetty Wap,2015 300 Entertainment/RGF Productions,Album Only,5.0,Whateva ( feat . Monty ),2012-12-04 00:00:00,11.0,Rap & Hip-Hop,Fetty Wap [ Explicit ,1.29,Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",$,3.0,My Way ( feat . Monty ) [ Explicit ,2015-09-25 00:00:00,33.0
356,0," Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap', 'Hip-Hop/Rap ",O.N.I.F.C.,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Medicated ( feat . Chevy Woods & Juicy J ),2012-12-04 00:00:00,30.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,"""It 's Nothin ( feat . 2 Chainz ) [ Explicit ]""",2012-12-04 00:00:00,47.0
196,0," Metal ', 'Rock ', ' Hard Rock', ' Alternative ', ' Music ",Somewhere In the Stratosphere ( Live ),1.29,Shinedown,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,5.0,Second Chance ( Live Acoustic from Kansas City ),2011-04-18 00:00:00,6.0,Rock,Somewhere In The Stratosphere,1.29,Shinedown,( C ) 2005 MCA Nashville,$,8.0,Heroes ( Live Acoustic From Kansas City ),2011-04-18 00:00:00,9.0
528,1," Contemporary Country', ' Pop ', ' Music ', ' Adult Contemporary ', 'Country ', ' Rock ', ' Honky Tonk ",Fearless,1.29,Taylor Swift,"‰ ãÑ 2008 Big Machine Records , LLC",$,3.0,White Horse,2008-11-11 00:00:00,54.0," Rock', ' Country Rock ', 'Country ",Fearless,1.29,Taylor Swift,"( C ) 2008 Big Machine Records , LLC",$,3.0,White Horse,2008-11-11 00:00:00,54.0
70,1," Indie Rock', ' Adult Alternative ', ' Rap ', 'Hip-Hop / Rap ', ' Underground Rap', ' Music ', 'Alternative ', ' Rock ",Blurryface,1.29,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,3.0,Goner,2015-05-15 00:00:00,56.0,Alternative Rock,Blurryface,1.29,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,3.0,Goner,2015-05-15 00:00:00,56.0
58,1," Adult Alternative ', ' Punk', 'Alternative ', ' Music ', ' Rock ",Infinity On High ( Deluxe Edition ),0.99,Fall Out Boy,2007 The Island Def Jam Music Group,$,3.0,Thriller ( Live From Hammersmith Palais ),2007-11-20 00:00:00,32.0,Alternative Rock,Infinity On High - Deluxe Bonus EP,0.99,Fall Out Boy,( C ) 2007 The Island Def Jam Music Group,$,3.0,Thriller ( Live From Hammersmith Palais ),2007-11-20 00:00:00,32.0
305,1," Music ', ' Disco ', ' Rock', ' R&B / Soul ', ' Electronic ', 'Dance ",I Created Disco,0.99,Calvin Harris,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$,3.0,"""We 're All the Same""",2007-06-18 00:00:00,56.0," Pop ', ' House', 'Dance & Electronic ",I Created Disco,0.99,Calvin Harris,2002 Defected Records Ltd,$,3.0,"""We 're All The Same""",2012-02-22 00:00:00,56.0
210,0," Hard Rock ', ' Music ', ' Alternative', 'Rock ",Leave a Whisper ( Deluxe Version ),1.29,Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,$,3.0,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",2003-05-27 00:00:00,59.0,Rock,Leave A Whisper ( Deluxe ),1.29,Shinedown,2015 Mad Decent,$,5.0,Simple Man [ Acoustic ,2003-05-27 00:00:00,20.0
454,0," Music', 'Electronic ",Settle ( Deluxe Version ),1.29,Disclosure,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",$,4.0,Voices ( feat . Sasha Keable ),2014-04-15 00:00:00,9.0,"Electronica ', ' Dance & Electronic",Settle,1.29,Disclosure,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",$,4.0,Help Me Lose My Mind [ feat . London Grammar ,2013-06-11 00:00:00,5.0
382,0," Dirty South', ' Music ', 'Hip-Hop/Rap ', ' Pop ",Mail On Sunday,1.29,Flo Rida,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,Money Right ( feat . Rick Ross & Brisco ),2008-03-18 00:00:00,16.0,Rap & Hip-Hop,Mail On Sunday [ Explicit ,1.29,Flo Rida,2013 Warner Bros. . Records Inc.,$,3.0,American Superstar ( feat . Lil Wayne ) [ Explicit ,2008-03-17 00:00:00,42.0
94,0," French Pop', ' House ', ' Music ', ' Rock ', ' Electronic ', 'Dance ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,4.0,Missing You ( Feat . Novel ; Continuous Mix Version ),2009-08-21 00:00:00,59.0
177,0,"Dance ', ' Music",Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,1.29,Zedd,2015 Interscope Records,$,4.0,Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ,2015-07-10 00:00:00,15.0,Dance & Electronic,Clarity ( Remixes ),1.29,Zedd,( C ) 2013 Interscope Records,$,3.0,Clarity ( Zedd Union Mix ) [ feat . Foxes ,2013-02-12 00:00:00,28.0
233,0," Music ', 'Singer/Songwriter ', ' Rock",Live After Deaf ( Live ) [ Complete Collection ,0.99,Ryan Adams,2012 PAXAM RECORDS,$,5.0,If I Am a Stranger ( Live In Amsterdam ),2012-07-02 00:00:00,10.0," Rock', 'Folk ",Live After Deaf ( Cork ),0.99,Ryan Adams,2012 PAXAM RECORDS,$,5.0,Carolina Rain ( Live in Cork ),2012-08-09 00:00:00,41.0
148,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Pop,Mississippi-The Album ( Explicit Version ),0.99,David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",$,4.0,Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ,2003-05-20 00:00:00,24.0
481,0," Music ', ' Contemporary Country ', 'Country ', ' Urban Cowboy",Caught In the Act ( Live ),1.29,Eric Church,"‰ ãÑ 2013 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",$,3.0,Before She Does ( Live ),2013-04-05 00:00:00,42.0,Country,Caught In The Act : Live,1.29,Eric Church,( C ) 2013 EMI Records Nashville,$,4.0,Pledge Allegiance To The Hag ( Live ),2013-04-05 00:00:00,55.0
297,0," Music', 'Dance ",Pray to God ( Remixes ) [ feat . HAIM ] - Single,1.29,Calvin Harris,2015 Sony Music Entertainment UK Limited,$,3.0,Pray to God ( feat . HAIM ) [ Calvin Harris vs Mike Pickering Hacienda Remix ,2015-05-26 00:00:00,43.0,Dance & Electronic,How Deep Is Your Love ( Remixes ),1.29,Calvin Harris & Disciples,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",$,4.0,How Deep Is Your Love ( Calvin Harris & R3hab Remix ),2015-08-07 00:00:00,16.0
380,0," Dirty South', ' Rap ', ' Music ', 'Hip-Hop/Rap ","Only One Flo , Pt. 1",1.29,Flo Rida,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",2010-11-24 00:00:00,36.0,Rap & Hip-Hop,Welcome to Flo Rida [ Explicit ,0.99,Flo Rida,2015 CMG Records,$,3.0,Man of the Year ( feat . Lil Wayne ) [ Explicit ,2015-04-06 00:00:00,1.0
512,0," Modern Dancehall ', ' Rock', 'Electronic', 'Music', ' Rap ', ' Reggae ', ' Alternative ', 'Hip-Hop / Rap ', ' Dance ","""Guns Do n't Kill People ... Lazers Do""",1.29,Major Lazer,"‰ ãÑ 2009 Downtown Music , LLC .",$,4.0,"""Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas )""",2009-01-06 00:00:00,3.0," Dance & Electronic', 'Electronica ","""Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ]""",1.29,Major Lazer,"( C ) 2009 Downtown Music , LLC .",$,3.0,Hold The Line [ feat . Santigold ] [ Explicit ,2015-06-03 00:00:00,39.0
74,0," French Pop', ' Music ', ' House ', ' Rock ', ' Electronic ', 'Dance ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Pop,Mississippi-The Album ( Explicit Version ),0.99,David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",$,4.0,Fast Life ( Album Version ( Explicit ) ) [ feat . AX ] [ Explicit ,2003-05-20 00:00:00,52.0
285,0," Music', 'Hip-Hop/Rap ",Otherside Remix ( Live ) - Single,0.99,Macklemore & Ryan Lewis,"2011 Macklemore , LLC",$,6.0,Otherside Remix ( Live ),2011-08-31 00:00:00,10.0,Rock,Ten Songs From Live At Carnegie Hall [ Explicit ,1.29,Ryan Adams,( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,$,6.0,Gim me Something Good ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ,2015-06-09 00:00:00,36.0
19,0," Rock ', 'Alternative ', ' Music ', ' Adult Alternative",VHS,1.29,X Ambassadors,2015 KIDinaKORNER/Interscope Records,$,1.0,VHS Outro ( Interlude ),2015-06-30 00:00:00,25.0,Alternative Rock,VHS [ Explicit ,1.29,X Ambassadors,( C ) 2015 KIDinaKORNER/Interscope Records,$,0.0,"""Adam & Noah 's Priorities ( Interlude )""",2015-06-30 00:00:00,27.0
425,0,"Dance ', ' Electronic', ' Music ",Lick It ( Remixes ) - EP,1.29,Kaskade & Skrillex,"2012 Ultra Records , Inc.",$,6.0,Lick It ( Norman Doray Remix ),2012-04-17 00:00:00,14.0," Dubstep', 'Dance & Electronic ",More Monsters And Sprites EP,1.29,Skrillex,2011 Rory Bourke Music Co. ( BMI ),$,3.0,Scary Monsters And Nice Sprites ( Phonat Remix ),2011-06-07 00:00:00,39.0
